claim_type,amount_requested,doc_confidence_score,consistency_score,days_since_incident,has_police_report,has_medical_cert,prior_claims_count,label
PROPERTY,92287.19,0.93,0.942,8,1,0,0,APPROVE
LIFE_DEATH,747906.72,0.76,0.712,29,1,1,1,ESCALATE
AUTO,404574.13,0.452,0.192,76,0,0,5,REJECT
AUTO,26109.17,0.929,0.811,1,1,0,2,APPROVE
LIFE_DEATH,919062.05,0.2,0.362,218,0,0,4,REJECT
AUTO,19097.98,0.767,0.948,8,1,0,1,APPROVE
AUTO,430635.76,0.2,0.448,72,0,0,4,REJECT
PROPERTY,98560.54,0.828,0.967,5,1,0,0,APPROVE
PROPERTY,51374.98,0.756,0.896,16,1,0,0,APPROVE
AUTO,7188.87,0.75,0.918,14,0,0,0,APPROVE
LIFE_DEATH,558012.1,0.288,0.315,50,0,0,4,REJECT
AUTO,213975.0,0.471,0.231,168,0,0,3,REJECT
PROPERTY,118810.65,0.808,0.958,11,1,0,0,APPROVE
AUTO,6880.47,0.971,0.907,2,1,0,0,APPROVE
PROPERTY,75774.18,0.941,0.971,7,1,0,0,APPROVE
LIFE_DEATH,222910.85,0.99,0.941,1,1,1,0,APPROVE
AUTO,388475.05,0.289,0.15,35,0,0,4,REJECT
PROPERTY,427127.23,0.6,0.669,120,1,0,2,ESCALATE
AUTO,50788.94,0.824,0.961,1,1,0,1,APPROVE
AUTO,294794.65,0.231,0.328,50,0,0,2,REJECT
LIFE_DEATH,255806.59,0.892,0.973,13,0,1,2,APPROVE
AUTO,321788.19,0.357,0.413,57,0,0,4,REJECT
PROPERTY,41862.97,0.89,0.984,13,1,0,0,APPROVE
AUTO,34686.22,0.75,0.985,2,1,0,0,APPROVE
AUTO,28702.09,0.75,0.97,2,0,0,1,APPROVE
AUTO,19460.39,0.861,0.85,1,0,0,0,APPROVE
PROPERTY,51824.12,0.873,0.964,1,1,0,0,APPROVE
AUTO,58238.49,0.647,0.628,13,0,0,1,ESCALATE
LIFE_DEATH,505552.17,0.702,0.75,14,1,1,1,ESCALATE
AUTO,47734.83,0.6,0.69,45,1,0,1,ESCALATE
PROPERTY,498883.2,0.2,0.256,61,0,0,6,REJECT
AUTO,75040.74,0.733,0.816,10,1,0,1,ESCALATE
PROPERTY,1132400.32,0.413,0.389,120,0,0,4,REJECT
AUTO,19362.76,0.877,0.949,5,1,0,0,APPROVE
LIFE_DEATH,239155.7,0.809,0.961,27,0,1,0,APPROVE
LIFE_DEATH,240251.5,0.75,0.931,4,0,1,0,APPROVE
LIFE_DEATH,1302684.48,0.2,0.267,56,0,0,3,REJECT
PROPERTY,86026.77,0.752,0.993,16,1,0,0,APPROVE
PROPERTY,98971.14,0.962,0.967,26,1,0,1,APPROVE
AUTO,32500.44,0.94,0.943,2,1,0,0,APPROVE
AUTO,14679.93,0.967,0.942,1,1,0,0,APPROVE
AUTO,149340.99,0.68,0.661,19,0,0,2,ESCALATE
LIFE_DEATH,1299469.24,0.34,0.341,217,0,0,3,REJECT
LIFE_DEATH,570565.69,0.2,0.377,34,0,0,2,REJECT
AUTO,378210.32,0.305,0.15,121,0,0,3,REJECT
PROPERTY,18992.82,0.987,0.832,1,0,0,0,APPROVE
AUTO,69901.79,0.696,0.685,33,0,0,1,ESCALATE
PROPERTY,62994.83,0.79,0.977,10,1,0,0,APPROVE
PROPERTY,297647.17,0.2,0.161,41,0,0,6,REJECT
AUTO,17652.4,0.948,0.848,1,1,0,0,APPROVE
AUTO,22932.47,0.907,0.8,4,0,0,0,APPROVE
PROPERTY,216143.84,0.67,0.784,83,1,0,2,ESCALATE
AUTO,22700.29,0.84,0.985,2,1,0,0,APPROVE
AUTO,425440.41,0.2,0.15,66,0,0,4,REJECT
PROPERTY,28976.8,0.914,0.8,10,1,0,0,APPROVE
PROPERTY,46703.02,0.974,0.921,5,1,0,1,APPROVE
AUTO,68518.68,0.664,0.813,28,0,0,1,ESCALATE
AUTO,12156.21,0.968,0.908,14,1,0,0,APPROVE
AUTO,244774.23,0.2,0.48,40,0,0,3,REJECT
PROPERTY,67645.65,0.974,0.924,1,1,0,0,APPROVE
LIFE_DEATH,238328.23,0.778,0.944,4,0,1,0,APPROVE
AUTO,31813.6,0.935,0.983,1,1,0,0,APPROVE
AUTO,12190.18,0.75,0.925,5,1,0,2,APPROVE
LIFE_DEATH,147640.53,0.941,0.915,14,0,1,0,APPROVE
LIFE_DEATH,60537.6,0.841,0.911,1,1,1,0,APPROVE
PROPERTY,85911.37,0.957,0.8,1,1,0,0,APPROVE
AUTO,23536.07,0.846,0.8,1,0,0,2,APPROVE
PROPERTY,60042.66,0.897,0.998,11,1,0,0,APPROVE
AUTO,38479.86,0.848,0.953,5,1,0,1,APPROVE
AUTO,29036.9,0.814,0.843,45,1,0,0,APPROVE
LIFE_DEATH,235886.07,0.964,0.839,10,0,1,1,APPROVE
PROPERTY,287464.53,0.761,0.674,35,0,0,1,ESCALATE
PROPERTY,235526.93,0.402,0.468,102,0,0,5,REJECT
LIFE_DEATH,127105.27,0.75,0.985,3,1,1,1,APPROVE
PROPERTY,780643.63,0.286,0.324,208,0,0,4,REJECT
LIFE_DEATH,83499.67,0.897,0.926,5,0,1,1,APPROVE
PROPERTY,488579.85,0.635,0.749,16,0,0,2,ESCALATE
AUTO,8056.09,0.863,0.931,21,0,0,0,APPROVE
AUTO,13052.92,0.75,0.856,42,1,0,0,APPROVE
LIFE_DEATH,341835.0,0.714,0.636,27,0,1,1,ESCALATE
LIFE_DEATH,1296876.01,0.33,0.15,70,0,1,5,REJECT
PROPERTY,58041.06,0.837,0.823,2,1,0,0,APPROVE
AUTO,232326.42,0.551,0.15,33,0,0,3,REJECT
PROPERTY,42597.04,0.937,0.946,8,1,0,1,APPROVE
AUTO,43163.39,0.786,0.8,5,1,0,1,APPROVE
AUTO,21701.07,0.919,0.979,3,0,0,0,APPROVE
AUTO,43578.26,0.768,0.769,22,1,0,2,ESCALATE
LIFE_DEATH,691520.91,0.767,0.632,54,1,1,1,ESCALATE
AUTO,47099.41,0.786,0.782,120,0,0,1,ESCALATE
AUTO,33747.07,0.919,0.999,1,1,0,0,APPROVE
AUTO,11370.17,0.947,0.919,1,0,0,0,APPROVE
AUTO,8323.65,0.809,0.963,2,0,0,0,APPROVE
AUTO,36000.15,0.901,0.932,1,1,0,0,APPROVE
PROPERTY,85905.52,0.84,0.969,12,1,0,0,APPROVE
AUTO,35675.83,0.772,0.936,20,1,0,0,APPROVE
AUTO,37865.49,0.975,0.944,1,1,0,0,APPROVE
PROPERTY,49532.24,0.95,0.971,11,1,0,0,APPROVE
PROPERTY,34713.24,0.898,0.99,5,0,0,0,APPROVE
PROPERTY,75064.05,0.886,0.939,7,1,0,0,APPROVE
AUTO,390749.92,0.2,0.15,287,0,0,6,REJECT
LIFE_DEATH,262822.21,0.942,0.8,19,0,1,0,APPROVE
AUTO,32729.86,0.908,0.891,9,1,0,2,APPROVE
AUTO,19613.97,0.978,0.997,1,1,0,2,APPROVE
LIFE_DEATH,902098.74,0.322,0.356,115,0,1,2,REJECT
PROPERTY,54609.46,0.887,0.923,4,1,0,1,APPROVE
PROPERTY,60756.63,0.75,0.93,5,1,0,1,APPROVE
PROPERTY,69167.54,0.93,0.967,1,1,0,0,APPROVE
AUTO,32940.99,0.928,0.966,2,1,0,2,APPROVE
AUTO,405614.65,0.491,0.263,54,0,0,2,REJECT
PROPERTY,633934.47,0.317,0.351,34,0,0,5,REJECT
AUTO,41583.49,0.808,0.976,7,1,0,0,APPROVE
LIFE_DEATH,282681.45,0.803,0.915,9,1,1,1,APPROVE
AUTO,8654.85,0.965,0.998,4,1,0,0,APPROVE
PROPERTY,204978.39,0.287,0.272,94,0,0,5,REJECT
AUTO,24486.63,0.959,0.913,15,1,0,2,APPROVE
PROPERTY,52252.49,0.911,0.953,1,1,0,0,APPROVE
AUTO,17515.6,0.883,0.914,13,1,0,0,APPROVE
AUTO,6542.81,0.845,0.903,1,0,0,0,APPROVE
PROPERTY,33342.76,0.753,0.917,11,0,0,0,APPROVE
PROPERTY,182891.89,0.704,0.82,11,1,0,1,ESCALATE
LIFE_DEATH,82188.61,0.788,0.828,11,0,1,0,APPROVE
PROPERTY,39041.98,0.75,0.909,7,1,0,0,APPROVE
PROPERTY,684117.49,0.257,0.276,109,0,0,2,REJECT
PROPERTY,1028160.36,0.2,0.15,37,0,0,3,REJECT
LIFE_DEATH,258892.93,0.846,0.89,1,1,1,0,APPROVE
LIFE_DEATH,1379362.48,0.2,0.236,78,0,0,2,REJECT
LIFE_DEATH,585594.0,0.695,0.666,36,1,1,2,ESCALATE
PROPERTY,38963.27,0.979,0.813,20,0,0,0,APPROVE
LIFE_DEATH,194582.28,0.809,0.88,21,0,1,2,APPROVE
AUTO,20173.65,0.883,0.884,6,1,0,1,APPROVE
AUTO,14603.74,0.937,0.895,1,1,0,0,APPROVE
LIFE_DEATH,1497120.74,0.2,0.628,74,0,0,3,REJECT
AUTO,29918.62,0.75,0.915,7,1,0,1,APPROVE
LIFE_DEATH,384222.29,0.699,0.762,18,0,1,3,ESCALATE
AUTO,14685.79,0.953,0.949,2,0,0,1,APPROVE
AUTO,32432.57,0.75,0.843,54,1,0,0,APPROVE
AUTO,352675.58,0.2,0.366,37,0,0,4,REJECT
AUTO,292972.75,0.216,0.242,46,0,0,3,REJECT
AUTO,104860.23,0.517,0.15,40,0,0,4,REJECT
LIFE_DEATH,255620.14,0.768,0.985,4,1,1,0,APPROVE
PROPERTY,309336.52,0.816,0.633,28,1,0,1,ESCALATE
LIFE_DEATH,736883.44,0.305,0.15,74,0,0,2,REJECT
AUTO,32876.28,0.75,0.989,1,1,0,0,APPROVE
LIFE_DEATH,162079.76,0.778,0.8,1,1,1,0,APPROVE
AUTO,18443.11,0.948,0.866,26,1,0,0,APPROVE
AUTO,16604.43,0.883,0.975,23,1,0,2,APPROVE
AUTO,23874.55,0.75,0.945,6,0,0,0,APPROVE
AUTO,26785.49,0.968,0.981,14,0,0,0,APPROVE
AUTO,10730.54,0.755,0.914,8,0,0,0,APPROVE
AUTO,21688.69,0.862,0.879,7,1,0,0,APPROVE
AUTO,16036.64,0.843,0.939,2,0,0,0,APPROVE
LIFE_DEATH,556576.41,0.85,0.715,73,1,1,1,ESCALATE
AUTO,115707.52,0.774,0.638,42,1,0,1,ESCALATE
AUTO,37083.18,0.75,0.8,7,1,0,0,APPROVE
PROPERTY,304095.89,0.692,0.728,28,0,0,2,ESCALATE
AUTO,26468.78,0.899,0.8,11,1,0,0,APPROVE
AUTO,29641.48,0.959,0.8,3,1,0,0,APPROVE
AUTO,127278.84,0.715,0.707,45,0,0,2,ESCALATE
AUTO,18672.12,0.971,0.883,1,1,0,0,APPROVE
AUTO,35055.54,0.75,0.912,8,1,0,2,APPROVE
PROPERTY,415349.9,0.673,0.665,15,1,0,2,ESCALATE
PROPERTY,102327.79,0.653,0.675,12,0,0,1,ESCALATE
LIFE_DEATH,1326713.05,0.2,0.188,33,0,0,4,REJECT
PROPERTY,72458.05,0.883,0.918,8,1,0,0,APPROVE
PROPERTY,61149.0,0.99,0.833,4,1,0,0,APPROVE
AUTO,32227.52,0.821,0.899,12,1,0,1,APPROVE
PROPERTY,286924.08,0.519,0.225,48,0,0,3,REJECT
PROPERTY,540403.52,0.294,0.328,145,0,0,3,REJECT
PROPERTY,368995.71,0.736,0.611,10,1,0,1,ESCALATE
LIFE_DEATH,1224819.85,0.543,0.284,102,0,1,6,REJECT
PROPERTY,1008302.98,0.4,0.375,31,0,0,6,REJECT
AUTO,13228.71,0.789,0.89,33,1,0,0,APPROVE
LIFE_DEATH,80829.62,0.75,0.984,16,0,1,1,APPROVE
AUTO,16245.74,0.934,0.864,22,1,0,1,APPROVE
PROPERTY,522658.24,0.742,0.739,19,0,0,1,ESCALATE
AUTO,12787.89,0.786,0.8,32,1,0,1,APPROVE
LIFE_DEATH,400241.63,0.85,0.729,21,0,1,1,ESCALATE
PROPERTY,67312.38,0.962,0.802,13,1,0,2,APPROVE
LIFE_DEATH,273127.85,0.75,0.968,8,1,1,0,APPROVE
AUTO,17049.15,0.794,0.946,2,1,0,2,APPROVE
PROPERTY,410068.58,0.756,0.629,36,0,0,1,ESCALATE
AUTO,258897.33,0.26,0.376,128,0,0,4,REJECT
LIFE_DEATH,615659.75,0.646,0.723,81,1,1,2,ESCALATE
PROPERTY,39020.5,0.953,0.969,1,1,0,0,APPROVE
PROPERTY,333801.76,0.678,0.679,16,1,0,2,ESCALATE
AUTO,75222.66,0.2,0.553,121,0,0,2,REJECT
PROPERTY,131563.6,0.81,0.985,5,1,0,0,APPROVE
AUTO,437996.1,0.271,0.284,70,0,0,3,REJECT
LIFE_DEATH,127443.12,0.828,0.942,7,0,1,1,APPROVE
PROPERTY,246285.3,0.655,0.693,89,0,0,3,ESCALATE
AUTO,41017.25,0.822,0.894,1,1,0,0,APPROVE
LIFE_DEATH,1200493.21,0.532,0.557,211,0,1,2,REJECT
AUTO,336265.74,0.222,0.266,87,0,0,5,REJECT
PROPERTY,452801.31,0.771,0.668,69,1,0,2,ESCALATE
PROPERTY,73681.31,0.765,0.8,10,1,0,0,APPROVE
LIFE_DEATH,378786.53,0.606,0.58,37,1,1,2,ESCALATE
PROPERTY,40816.19,0.83,0.822,3,0,0,0,APPROVE
AUTO,27349.19,0.873,0.986,34,1,0,0,APPROVE
AUTO,42475.58,0.839,0.883,9,1,0,0,APPROVE
PROPERTY,61543.56,0.791,0.982,3,1,0,0,APPROVE
AUTO,321115.89,0.342,0.217,110,0,0,3,REJECT
LIFE_DEATH,50197.38,0.873,0.964,3,1,1,0,APPROVE
AUTO,22297.85,0.844,0.8,1,0,0,0,APPROVE
AUTO,228016.94,0.213,0.273,37,0,0,5,REJECT
PROPERTY,980746.02,0.36,0.218,32,0,0,2,REJECT
AUTO,129187.13,0.638,0.643,14,0,0,2,ESCALATE
AUTO,20814.47,0.913,0.813,7,0,0,0,APPROVE
PROPERTY,83237.82,0.977,0.94,9,1,0,0,APPROVE
LIFE_DEATH,794088.45,0.85,0.626,16,0,1,1,ESCALATE
AUTO,343159.1,0.209,0.168,41,0,0,3,REJECT
PROPERTY,647200.16,0.371,0.332,299,0,0,2,REJECT
LIFE_DEATH,662169.34,0.7,0.624,38,0,1,2,ESCALATE
LIFE_DEATH,193948.12,0.862,0.998,1,1,1,0,APPROVE
AUTO,24812.08,0.757,0.967,32,0,0,0,APPROVE
LIFE_DEATH,1155577.14,0.338,0.15,71,0,1,4,REJECT
PROPERTY,40787.81,0.835,0.954,24,1,0,0,APPROVE
LIFE_DEATH,324340.1,0.714,0.679,26,0,1,1,ESCALATE
LIFE_DEATH,197606.53,0.948,0.825,1,1,1,0,APPROVE
PROPERTY,504390.77,0.707,0.714,14,1,0,1,ESCALATE
PROPERTY,665836.56,0.451,0.177,125,0,0,3,REJECT
LIFE_DEATH,218696.58,0.75,0.948,3,1,1,0,APPROVE
PROPERTY,1023692.73,0.372,0.419,69,0,0,2,REJECT
PROPERTY,31292.81,0.795,0.8,25,1,0,0,APPROVE
AUTO,91786.99,0.645,0.706,58,0,0,1,ESCALATE
LIFE_DEATH,1321343.75,0.409,0.353,47,0,0,3,REJECT
AUTO,103277.67,0.441,0.507,72,0,0,4,REJECT
AUTO,35673.67,0.75,0.891,1,1,0,1,APPROVE
LIFE_DEATH,744380.79,0.687,0.752,11,1,1,1,ESCALATE
AUTO,70551.12,0.384,0.65,66,0,0,2,REJECT
LIFE_DEATH,260274.04,0.914,0.904,11,1,1,2,APPROVE
PROPERTY,936181.04,0.39,0.309,113,0,0,3,REJECT
PROPERTY,1143080.84,0.68,0.521,169,0,0,3,REJECT
AUTO,52019.98,0.902,0.847,15,1,0,0,APPROVE
AUTO,382605.61,0.2,0.323,44,0,0,5,REJECT
LIFE_DEATH,979321.18,0.2,0.381,54,0,1,3,REJECT
LIFE_DEATH,81951.46,0.99,0.842,9,1,1,0,APPROVE
LIFE_DEATH,554002.53,0.64,0.747,58,0,1,1,ESCALATE
AUTO,16802.42,0.75,0.82,10,0,0,0,APPROVE
AUTO,205627.66,0.299,0.187,105,0,0,4,REJECT
LIFE_DEATH,189427.21,0.99,0.874,9,0,1,0,APPROVE
AUTO,17040.88,0.75,0.96,1,1,0,0,APPROVE
PROPERTY,100188.26,0.914,0.823,36,1,0,2,APPROVE
LIFE_DEATH,436975.74,0.72,0.659,21,0,1,1,ESCALATE
PROPERTY,253178.47,0.427,0.365,37,0,0,4,REJECT
AUTO,7063.33,0.75,0.884,2,0,0,1,APPROVE
AUTO,19281.42,0.896,0.886,5,1,0,0,APPROVE
PROPERTY,30709.62,0.959,0.901,1,0,0,0,APPROVE
LIFE_DEATH,243621.4,0.957,0.8,4,0,1,1,APPROVE
AUTO,33261.72,0.919,0.967,1,1,0,0,APPROVE
AUTO,63809.51,0.882,0.991,2,1,0,1,APPROVE
PROPERTY,68754.09,0.87,0.984,1,1,0,0,APPROVE
PROPERTY,403238.92,0.713,0.639,23,1,0,1,ESCALATE
AUTO,14289.58,0.884,0.933,3,0,0,0,APPROVE
PROPERTY,495571.18,0.2,0.266,159,0,0,5,REJECT
AUTO,131269.99,0.536,0.332,61,0,0,4,REJECT
PROPERTY,794716.19,0.319,0.15,107,0,0,6,REJECT
LIFE_DEATH,432874.65,0.823,0.652,40,1,1,2,ESCALATE
AUTO,17939.33,0.918,0.908,16,0,0,0,APPROVE
PROPERTY,638252.11,0.575,0.186,31,0,0,4,REJECT
PROPERTY,725070.01,0.541,0.254,60,0,0,5,REJECT
AUTO,15090.19,0.948,0.95,33,0,0,0,APPROVE
AUTO,262840.25,0.2,0.15,47,0,0,6,REJECT
AUTO,87099.69,0.822,0.714,17,0,0,2,ESCALATE
AUTO,12895.3,0.935,0.866,2,1,0,0,APPROVE
AUTO,34511.62,0.898,0.911,3,1,0,0,APPROVE
AUTO,104448.89,0.805,0.705,34,0,0,1,ESCALATE
AUTO,28292.69,0.922,0.8,1,0,0,0,APPROVE
AUTO,112030.19,0.59,0.279,37,0,0,6,REJECT
LIFE_DEATH,273675.47,0.853,0.891,8,1,1,0,APPROVE
PROPERTY,359743.52,0.823,0.771,32,1,0,2,ESCALATE
PROPERTY,206128.29,0.227,0.15,71,0,0,4,REJECT
AUTO,233150.24,0.68,0.15,79,0,0,2,REJECT
AUTO,39373.47,0.75,0.8,6,1,0,1,APPROVE
AUTO,42186.32,0.698,0.742,18,0,0,1,ESCALATE
PROPERTY,598513.84,0.257,0.406,31,0,0,3,REJECT
PROPERTY,606956.95,0.362,0.319,41,0,0,3,REJECT
PROPERTY,222692.65,0.75,0.973,1,1,0,0,APPROVE
PROPERTY,36158.73,0.964,0.917,8,0,0,0,APPROVE
AUTO,54701.98,0.83,0.828,1,1,0,0,APPROVE
AUTO,41497.45,0.866,0.8,2,1,0,0,APPROVE
PROPERTY,19907.51,0.945,0.962,1,1,0,0,APPROVE
AUTO,12640.48,0.969,0.941,10,1,0,0,APPROVE
AUTO,49924.24,0.911,0.8,1,1,0,0,APPROVE
LIFE_DEATH,299605.31,0.9,0.858,1,0,1,1,APPROVE
LIFE_DEATH,169792.34,0.873,0.983,22,0,1,1,APPROVE
PROPERTY,804539.3,0.2,0.15,52,0,0,4,REJECT
PROPERTY,66271.48,0.75,0.954,1,1,0,0,APPROVE
AUTO,10517.52,0.814,0.8,3,1,0,0,APPROVE
AUTO,41804.85,0.75,0.936,6,1,0,2,APPROVE
AUTO,34433.44,0.75,0.925,5,1,0,0,APPROVE
LIFE_DEATH,497486.23,0.724,0.769,26,0,1,1,ESCALATE
AUTO,31774.71,0.913,0.933,6,1,0,0,APPROVE
PROPERTY,548211.34,0.2,0.15,74,0,0,4,REJECT
PROPERTY,381738.7,0.54,0.516,148,0,0,4,REJECT
AUTO,268010.28,0.284,0.469,36,0,0,3,REJECT
PROPERTY,56718.94,0.75,0.944,26,1,0,0,APPROVE
LIFE_DEATH,455392.14,0.779,0.635,40,0,1,3,ESCALATE
PROPERTY,267320.42,0.65,0.773,36,0,0,2,ESCALATE
AUTO,251262.33,0.427,0.178,74,0,0,6,REJECT
LIFE_DEATH,245610.41,0.98,0.963,30,1,1,0,APPROVE
PROPERTY,61294.87,0.974,0.832,6,1,0,0,APPROVE
AUTO,279365.64,0.232,0.517,84,0,0,4,REJECT
LIFE_DEATH,657507.71,0.2,0.15,133,0,0,3,REJECT
LIFE_DEATH,1047157.49,0.333,0.461,39,0,0,4,REJECT
PROPERTY,22944.39,0.75,0.866,9,0,0,0,APPROVE
LIFE_DEATH,97336.93,0.877,0.8,1,1,1,0,APPROVE
LIFE_DEATH,286280.61,0.985,0.95,11,1,1,0,APPROVE
AUTO,131876.22,0.2,0.15,63,0,0,4,REJECT
PROPERTY,406733.8,0.791,0.641,24,1,0,2,ESCALATE
AUTO,408231.6,0.219,0.15,60,0,0,6,REJECT
PROPERTY,878051.36,0.2,0.15,84,0,0,3,REJECT
AUTO,20651.72,0.75,0.873,2,0,0,2,APPROVE
LIFE_DEATH,199040.7,0.928,0.973,7,1,1,1,APPROVE
AUTO,13044.35,0.962,0.981,2,1,0,0,APPROVE
AUTO,22512.04,0.96,0.972,7,1,0,0,APPROVE
LIFE_DEATH,86541.34,0.75,0.946,20,1,1,0,APPROVE
AUTO,245596.79,0.2,0.372,116,0,0,3,REJECT
AUTO,15515.66,0.896,0.907,6,1,0,0,APPROVE
AUTO,24191.84,0.904,0.895,6,0,0,0,APPROVE
PROPERTY,70234.23,0.971,0.8,16,1,0,0,APPROVE
AUTO,54861.66,0.936,0.843,1,1,0,0,APPROVE
AUTO,23978.17,0.759,0.893,6,0,0,1,APPROVE
AUTO,86925.0,0.6,0.658,16,0,0,2,ESCALATE
AUTO,25437.99,0.75,0.929,1,0,0,2,APPROVE
LIFE_DEATH,293231.43,0.778,0.919,11,0,1,0,APPROVE
AUTO,42606.5,0.924,0.989,25,1,0,0,APPROVE
AUTO,223868.73,0.2,0.15,211,0,0,4,REJECT
AUTO,123030.75,0.299,0.36,65,0,0,2,REJECT
PROPERTY,478448.44,0.731,0.654,17,0,0,1,ESCALATE
LIFE_DEATH,85016.14,0.865,0.823,3,0,1,0,APPROVE
PROPERTY,769215.27,0.2,0.28,108,0,0,5,REJECT
LIFE_DEATH,153004.43,0.808,0.94,5,0,1,1,APPROVE
AUTO,32733.96,0.878,0.869,3,1,0,0,APPROVE
PROPERTY,853612.82,0.2,0.63,94,0,0,4,REJECT
LIFE_DEATH,124513.05,0.903,0.929,6,0,1,0,APPROVE
AUTO,42360.1,0.663,0.733,41,1,0,2,ESCALATE
LIFE_DEATH,836310.39,0.26,0.15,77,0,0,3,REJECT
AUTO,78844.64,0.663,0.709,109,1,0,3,ESCALATE
PROPERTY,372032.48,0.502,0.376,187,0,0,2,REJECT
PROPERTY,42324.48,0.85,0.874,10,0,0,0,APPROVE
LIFE_DEATH,614148.77,0.771,0.7,49,0,1,1,ESCALATE
AUTO,25218.84,0.886,0.856,1,1,0,1,APPROVE
PROPERTY,514497.63,0.304,0.386,106,0,0,3,REJECT
AUTO,6337.21,0.891,0.8,4,1,0,1,APPROVE
PROPERTY,345007.24,0.222,0.231,33,0,0,2,REJECT
PROPERTY,65345.95,0.75,0.8,5,1,0,0,APPROVE
AUTO,26456.04,0.813,0.932,9,1,0,0,APPROVE
AUTO,182598.61,0.2,0.497,64,0,0,5,REJECT
AUTO,42155.75,0.75,0.942,3,1,0,1,APPROVE
PROPERTY,105197.15,0.81,0.993,11,1,0,0,APPROVE
PROPERTY,52518.66,0.941,0.8,14,1,0,0,APPROVE
PROPERTY,719958.23,0.378,0.301,30,0,0,3,REJECT
AUTO,18596.93,0.966,0.8,20,1,0,1,APPROVE
LIFE_DEATH,168613.29,0.822,0.885,16,1,1,0,APPROVE
PROPERTY,33529.61,0.889,0.8,26,1,0,0,APPROVE
LIFE_DEATH,277595.79,0.649,0.696,23,0,1,1,ESCALATE
PROPERTY,23442.49,0.759,0.841,2,1,0,0,APPROVE
PROPERTY,172506.08,0.739,0.789,54,0,0,1,ESCALATE
PROPERTY,137990.12,0.836,0.98,6,1,0,2,APPROVE
AUTO,22956.72,0.89,0.889,16,0,0,1,APPROVE
PROPERTY,59326.42,0.845,0.968,15,1,0,0,APPROVE
AUTO,12541.24,0.953,0.994,8,1,0,0,APPROVE
AUTO,93299.11,0.686,0.639,20,1,0,2,ESCALATE
PROPERTY,37862.13,0.964,0.836,2,1,0,1,APPROVE
AUTO,16487.43,0.934,0.917,10,1,0,0,APPROVE
PROPERTY,32888.81,0.895,0.943,4,1,0,1,APPROVE
LIFE_DEATH,88518.93,0.785,0.898,2,1,1,1,APPROVE
AUTO,65566.07,0.791,0.623,36,0,0,2,ESCALATE
LIFE_DEATH,66604.1,0.803,0.909,2,1,1,0,APPROVE
LIFE_DEATH,1387207.41,0.261,0.15,124,0,1,2,REJECT
AUTO,9242.22,0.75,0.932,2,1,0,0,APPROVE
PROPERTY,64874.44,0.892,0.881,3,1,0,0,APPROVE
LIFE_DEATH,767942.67,0.607,0.163,199,0,0,5,REJECT
AUTO,14516.45,0.954,0.899,3,0,0,0,APPROVE
PROPERTY,236500.83,0.418,0.302,205,0,0,5,REJECT
AUTO,22929.51,0.75,0.99,4,0,0,0,APPROVE
PROPERTY,44182.91,0.892,0.83,20,0,0,0,APPROVE
AUTO,154876.93,0.437,0.407,32,0,0,3,REJECT
LIFE_DEATH,886343.82,0.2,0.215,58,0,1,3,REJECT
AUTO,52819.85,0.681,0.657,60,0,0,1,ESCALATE
AUTO,15103.18,0.75,0.991,2,1,0,2,APPROVE
PROPERTY,53422.36,0.916,0.892,8,1,0,1,APPROVE
PROPERTY,52075.53,0.816,0.8,1,1,0,1,APPROVE
LIFE_DEATH,197243.15,0.779,0.855,7,0,1,0,APPROVE
LIFE_DEATH,634955.33,0.691,0.82,18,1,1,2,ESCALATE
AUTO,53663.17,0.906,0.857,7,1,0,1,APPROVE
PROPERTY,517063.88,0.2,0.15,57,0,0,5,REJECT
LIFE_DEATH,257138.9,0.75,0.893,20,0,1,0,APPROVE
PROPERTY,297814.57,0.2,0.15,82,0,0,3,REJECT
AUTO,129036.48,0.723,0.662,18,1,0,2,ESCALATE
PROPERTY,41554.5,0.75,0.977,6,0,0,0,APPROVE
PROPERTY,179374.6,0.638,0.58,26,0,0,1,ESCALATE
AUTO,55593.51,0.75,0.979,1,1,0,0,APPROVE
AUTO,140819.1,0.759,0.653,67,0,0,1,ESCALATE
AUTO,366898.8,0.2,0.279,88,0,0,4,REJECT
PROPERTY,61965.78,0.842,0.974,11,1,0,0,APPROVE
PROPERTY,260738.91,0.361,0.159,84,0,0,2,REJECT
LIFE_DEATH,168338.54,0.758,0.925,2,0,1,0,APPROVE
PROPERTY,192882.47,0.289,0.261,103,0,0,3,REJECT
LIFE_DEATH,156046.26,0.829,0.8,12,1,1,0,APPROVE
PROPERTY,86244.49,0.75,0.8,1,1,0,1,APPROVE
AUTO,310325.52,0.2,0.205,46,0,0,2,REJECT
PROPERTY,70478.89,0.912,0.8,4,1,0,0,APPROVE
PROPERTY,1128707.06,0.3,0.15,187,0,0,5,REJECT
AUTO,12814.86,0.944,0.8,1,1,0,0,APPROVE
LIFE_DEATH,197716.57,0.75,0.953,12,1,1,0,APPROVE
AUTO,24250.78,0.823,0.875,16,0,0,0,APPROVE
PROPERTY,430666.08,0.85,0.683,43,1,0,1,ESCALATE
PROPERTY,72095.23,0.836,0.994,17,1,0,0,APPROVE
LIFE_DEATH,287320.29,0.888,0.919,4,0,1,0,APPROVE
PROPERTY,43433.23,0.75,0.963,14,1,0,1,APPROVE
PROPERTY,365616.53,0.702,0.797,23,1,0,2,ESCALATE
